date,source,medium,delivery_available,device_type,promo_activated,filter_used,pageviews,visits,productClick,addToCart,checkout,transactions,revenue,ad spend
2020-09-15,facebook_direct,cpc,no data,PC,yes,no,12,4,20,4,0,0,₱0,"₱212,442"
2020-08-24,tiktok,cpa,no data,PC,no,yes,72,5,20,4,16.64,1,"₱3,839","₱483,318"
2020-05-30,facebook,social,no data,PC,yes,yes,13,1,20,4,0,0,₱0,"₱132,846"
2020-02-28,newsletter,email,yes,PC,yes,no,31,2,20,4,11.52,2,"₱10,055","₱453,138"
2020-05-03,facebook,social,yes,PC,yes,no,7,1,20,4,3.84,0,₱0,"₱487,004"
2020-01-04,google,cpc,no,PC,yes,no,22,1,20,4,3.84,1,"₱7,688","₱174,599"
2020-06-08,facebook,social,yes,mobile,yes,no,12,1,20,4,17.92,1,"₱7,002","₱880,957"
2020-01-29,facebook,organic,no,PC,yes,no,17,1,20,4,3.84,1,"₱2,679","₱611,741"
2020-06-14,instagram,cpc,no data,mobile,yes,yes,4,1,20,4,0,0,₱0,"₱132,688"
2020-06-10,promo,email,no data,PC,yes,yes,10,1,20,4,6.4,1,"₱7,319","₱395,008"
2020-04-08,newsletter,email,no data,mobile,yes,no,7,2,20,4,2.56,0,₱0,"₱695,736"
2020-05-26,cityads,cpa,no,PC,yes,no,13,1,20,4,5.12,1,"₱3,575","₱615,856"
2020-08-30,other,cpc,yes,mobile,yes,no,170,1,20,4,12.8,1,"₱9,849","₱177,746"
2020-03-12,other,organic,no data,mobile,yes,no,7,1,20,4,8.96,0,₱0,"₱582,197"
2020-09-14,facebook,cpc,no,mobile,no,no,17,1,20,4,6.4,0,₱0,"₱875,315"
2020-01-10,bing,organic,no data,PC,no,no,13,6,20,4,6.4,0,₱0,"₱689,490"
2020-07-13,instagram,cpc,yes,mobile,no,yes,10,2,20,4,7.68,0,₱0,"₱114,957"
2020-07-30,cityads,cpa,no data,PC,yes,yes,24,2,20,4,7.68,0,₱0,"₱849,333"
2020-07-31,promo,email,no data,mobile,no,no,25,7,20,4,8.96,0,₱0,"₱603,403"
2020-01-26,facebook,organic,no,mobile,yes,no,25,2,20,4,11.52,2,"₱14,126","₱282,079"
2020-03-06,facebook,organic,no,PC,no,yes,12,1,20,4,3.84,1,"₱5,157","₱556,724"
2020-05-05,other,organic,no,PC,no,no,5,1,20,4,3.84,0,₱0,"₱143,925"
2020-04-25,cityads,cpa,no data,mobile,yes,yes,21,2,20,4,6.4,1,"₱5,579","₱113,403"
2020-08-21,DuckDuckGo,organic,no data,mobile,no,no,21,2,20,4,3.84,1,"₱5,505","₱963,818"
2020-09-01,bing,organic,no data,PC,no,no,14,4,20,4,0,0,₱0,"₱390,037"
2020-06-21,actionpay,cpa,no data,PC,yes,no,7,1,20,4,2.56,0,₱0,"₱298,872"
2020-04-24,facebook,cpc,no,PC,no,no,16,1,20,4,3.84,1,"₱6,739","₱716,837"
2020-04-11,cityads,cpa,no data,PC,no,yes,7,3,20,4,0,0,₱0,"₱236,056"
2020-03-06,vk,social,no data,PC,yes,yes,13,1,20,4,0,0,₱0,"₱682,994"
2020-05-27,DuckDuckGo,organic,no data,PC,no,no,9,2,20,4,3.84,1,"₱1,946","₱225,636"
2020-07-11,tiktok,cpa,no data,mobile,no,yes,12,3,20,4,10.24,0,₱0,"₱126,507"
2020-01-05,cityads,cpa,no data,PC,no,no,12,4,20,4,3.84,1,"₱7,203","₱801,463"
2020-05-14,instagram,cpc,no data,mobile,no,yes,5,1,20,4,0,0,₱0,"₱549,668"
2020-01-14,facebook,cpc,yes,mobile,no,yes,10,1,20,4,3.84,1,"₱9,317","₱742,944"
2020-06-22,promo,email,no data,PC,yes,yes,7,1,20,4,3.84,0,₱0,"₱317,792"
2020-05-22,other,cpc,yes,mobile,no,no,12,1,20,4,3.84,1,"₱5,695","₱752,403"
2020-06-29,instagram,cpc,no data,mobile,no,yes,7,3,20,4,0,0,₱0,"₱875,971"
2020-03-22,instagram,cpc,no data,mobile,no,yes,10,5,20,4,6.4,0,₱0,"₱643,444"
2020-05-16,tiktok,cpa,no,mobile,yes,no,16,2,20,4,7.68,1,"₱3,902","₱675,081"
2020-05-12,DuckDuckGo,organic,no data,mobile,no,no,10,1,20,4,7.68,1,"₱5,816","₱565,392"
2020-05-19,instagram,cpc,no data,PC,yes,no,9,1,20,4,2.56,0,₱0,"₱545,556"
2020-03-10,cityads,cpa,yes,mobile,yes,no,39,3,20,4,11.52,2,"₱15,106","₱675,501"
2020-08-30,actionpay,cpa,yes,PC,yes,no,14,1,20,4,3.84,1,"₱12,475","₱664,602"
2020-05-11,tiktok,cpa,yes,mobile,no,no,43,3,20,4,11.52,3,"₱17,590","₱834,518"
2020-03-01,google,organic,no,PC,no,no,12,2,20,4,8.96,1,"₱4,213","₱781,876"
2020-06-28,facebook,social,no data,mobile,yes,yes,5,2,20,4,5.12,0,₱0,"₱157,616"
2020-03-12,facebook,organic,yes,PC,no,yes,8,1,20,4,3.84,1,"₱4,624","₱159,759"
2020-05-16,actionpay,cpa,no data,PC,yes,no,21,1,20,4,8.96,1,"₱4,740","₱737,326"
2020-07-29,other,organic,yes,mobile,no,no,9,1,20,4,3.84,1,"₱6,053","₱440,159"
2020-01-10,vk,social,no data,PC,no,yes,14,2,20,4,0,0,₱0,"₱548,931"
2020-04-02,tiktok,cpa,no data,PC,yes,yes,7,1,20,4,3.84,1,"₱4,266","₱420,579"
2020-06-06,cityads,cpa,no,mobile,no,no,7,1,20,4,3.84,0,₱0,"₱902,978"
2020-07-26,instagram,cpc,yes,PC,no,no,12,1,20,4,3.84,1,"₱4,946","₱841,398"
2020-09-19,mytarget,organic,yes,PC,yes,no,9,1,20,4,7.68,0,₱0,"₱870,839"
2020-08-15,google,cpc,no data,PC,no,yes,20,2,20,4,3.84,1,"₱11,263","₱794,983"
2020-01-05,facebook,cpc,no,mobile,yes,no,10,1,20,4,3.84,0,₱0,"₱744,362"
2020-01-02,tiktok,cpa,no data,PC,no,yes,17,2,20,4,7.68,1,"₱3,301","₱839,352"
2020-03-22,google,organic,no,mobile,yes,no,47,2,20,4,7.68,2,"₱9,269","₱211,963"
2020-03-10,(direct),(none),no data,PC,yes,yes,21,4,20,4,3.84,1,"₱3,622","₱466,334"
2020-02-01,(direct),(none),no,mobile,yes,no,24,2,20,4,10.24,1,"₱5,267","₱823,361"
2020-09-05,DuckDuckGo,organic,no data,PC,yes,no,12,2,20,4,7.68,1,"₱5,057","₱651,121"
2020-06-09,newsletter,email,no data,mobile,yes,no,8,1,20,4,8.96,0,₱0,"₱151,557"
2020-04-15,other,cpc,yes,PC,no,no,25,2,20,4,15.36,0,₱0,"₱619,089"
2020-04-22,google,organic,yes,PC,no,yes,18,1,20,4,7.68,1,"₱3,786","₱741,623"
2020-05-31,vk,social,yes,mobile,yes,no,9,1,20,4,5.12,0,₱0,"₱762,026"
2020-07-30,(direct),(none),no data,mobile,yes,yes,10,3,20,4,8.96,0,₱0,"₱404,875"
2020-08-31,promo,email,yes,mobile,yes,no,39,2,20,4,7.68,2,"₱7,672","₱732,339"
2020-09-05,DuckDuckGo,organic,no data,mobile,no,no,47,7,20,4,3.84,0,₱0,"₱687,963"
2020-02-06,newsletter,email,no data,PC,yes,no,7,2,20,4,0,0,₱0,"₱536,322"
2020-02-07,mytarget,social,no data,PC,yes,no,4,1,20,4,1.28,0,₱0,"₱728,106"
2020-03-19,facebook,cpc,no,PC,yes,no,9,1,20,4,3.84,1,"₱4,861","₱539,682"
2020-03-19,tiktok,cpa,yes,PC,no,no,17,2,20,4,7.68,1,"₱3,733","₱827,900"
2020-02-26,facebook,organic,no,PC,no,no,12,1,20,4,6.4,1,"₱8,268","₱726,719"
2020-04-23,newsletter,email,no data,mobile,no,no,26,9,20,4,8.96,0,₱0,"₱820,212"
2020-09-05,google,organic,no,mobile,no,yes,14,1,20,4,3.84,0,₱0,"₱713,063"
2020-05-12,DuckDuckGo,organic,no data,PC,yes,yes,21,1,20,4,6.4,1,"₱12,734","₱290,859"
2020-07-17,tiktok,cpa,no,PC,no,no,10,1,20,4,7.68,0,₱0,"₱277,699"
2020-06-15,bing,organic,no data,PC,yes,no,5,1,20,4,0,0,₱0,"₱524,312"
2020-07-16,google,organic,no,mobile,no,no,12,2,20,4,11.52,0,₱0,"₱838,117"
2020-03-04,(direct),(none),no,mobile,no,no,17,2,20,4,5.12,0,₱0,"₱496,238"
2020-07-02,instagram,cpc,no data,mobile,no,yes,8,4,20,4,3.84,0,₱0,"₱160,342"
2020-01-20,(direct),(none),no,PC,yes,yes,21,1,20,4,2.56,0,₱0,"₱962,217"
2020-05-12,facebook,organic,no,mobile,yes,no,25,1,20,4,12.8,1,"₱8,637","₱249,012"
2020-01-21,google,organic,no,mobile,no,no,13,2,20,4,6.4,1,"₱3,491","₱660,751"
2020-09-26,mytarget,cpc,no data,PC,yes,no,14,3,20,4,3.84,1,"₱5,162","₱859,619"
2020-09-04,newsletter,email,no data,PC,no,yes,28,2,20,4,7.68,0,₱0,"₱532,307"
2020-06-09,other,organic,no data,PC,yes,no,12,2,20,4,5.12,0,₱0,"₱481,925"
2020-03-02,instagram,cpc,yes,PC,yes,no,7,1,20,4,5.12,0,₱0,"₱446,419"
2020-07-19,tiktok,cpa,no,PC,yes,no,22,1,20,4,3.84,1,"₱10,166","₱959,087"
2020-04-08,instagram,cpc,no data,PC,no,yes,17,5,20,4,5.12,1,"₱6,159","₱363,173"
2020-01-03,google,cpc,no,PC,no,no,22,2,20,4,11.52,1,"₱4,529","₱987,999"
2020-08-30,co-promo,email,yes,PC,no,no,26,3,20,4,5.12,2,"₱11,162","₱441,063"
2020-06-27,tiktok,cpa,yes,mobile,yes,yes,12,1,20,4,11.52,1,"₱5,267","₱932,448"
2020-09-23,cityads,cpa,no data,PC,yes,yes,7,1,20,4,0,0,₱0,"₱843,208"
2020-08-11,co-promo,email,yes,PC,yes,no,17,3,20,4,19.2,1,"₱4,898","₱219,009"
2020-05-05,(direct),(none),no,PC,no,no,12,2,20,4,6.4,0,₱0,"₱111,287"
2020-07-12,DuckDuckGo,organic,no data,PC,no,no,7,1,20,4,3.84,0,₱0,"₱456,588"
2020-09-08,newsletter,email,yes,mobile,no,no,46,3,20,4,14.08,1,"₱4,471","₱339,876"
2020-09-03,newsletter,email,yes,mobile,no,yes,25,2,20,4,7.68,1,"₱3,153","₱161,964"
2020-03-24,instagram,cpc,no data,PC,no,yes,51,1,20,4,1.28,0,₱0,"₱831,750"
2020-09-18,cityads,cpa,no data,mobile,no,yes,22,2,20,4,0,0,₱0,"₱606,571"
2020-09-15,DuckDuckGo,organic,yes,PC,no,no,5,1,20,4,3.84,1,"₱6,633","₱181,410"
2020-09-07,newsletter,email,yes,mobile,no,no,12,1,20,4,7.68,0,₱0,"₱752,433"
2020-05-15,vk,social,yes,PC,no,no,14,1,20,4,3.84,1,"₱5,737","₱673,881"
2020-08-04,promo,email,yes,PC,yes,no,10,1,20,4,14.08,1,"₱3,106","₱479,422"
2020-06-17,promo,email,no data,PC,no,no,14,4,20,4,16.64,1,"₱5,737","₱698,412"
2020-04-05,newsletter,email,no data,mobile,no,no,17,9,20,4,2.56,0,₱0,"₱940,696"
2020-08-08,vk,social,yes,PC,yes,no,12,1,20,4,7.68,1,"₱4,788","₱632,237"
2020-02-14,opmcpa,cpa,yes,PC,yes,no,9,1,20,4,7.68,1,"₱4,788","₱220,642"
2020-09-22,tiktok,cpa,no data,mobile,no,yes,21,2,20,4,6.4,0,₱0,"₱113,172"
2020-06-14,facebook,organic,no,PC,yes,no,9,1,20,4,6.4,0,₱0,"₱119,632"
2020-01-24,facebook,social,no data,PC,yes,no,7,1,20,4,5.12,0,₱0,"₱177,323"
2020-01-20,opmcpa,cpa,no data,mobile,no,no,13,4,20,4,5.12,0,₱0,"₱895,023"
2020-09-06,google,cpc,yes,PC,yes,yes,17,1,20,4,7.68,1,"₱4,946","₱320,469"
2020-03-21,other,organic,yes,mobile,yes,no,14,1,20,4,5.12,1,"₱7,055","₱848,749"
2020-06-28,(direct),(none),yes,PC,yes,yes,8,1,20,4,3.84,0,₱0,"₱949,992"
2020-05-17,google,cpc,no,mobile,no,no,10,1,20,4,3.84,1,"₱3,364","₱851,676"
2020-04-18,advertise,cpa,no data,PC,yes,no,18,1,20,4,3.84,1,"₱3,311","₱925,200"
2020-04-25,cityads,cpa,yes,mobile,no,no,13,2,20,4,7.68,1,"₱5,057","₱924,894"
2020-04-18,other,organic,no data,mobile,no,no,17,4,20,4,1.28,0,₱0,"₱854,413"
2020-09-01,instagram,cpc,yes,PC,yes,no,62,2,20,4,11.52,2,"₱18,223","₱282,081"
2020-08-08,newsletter,email,no data,mobile,no,yes,7,2,20,4,6.4,0,₱0,"₱889,381"
2020-01-02,tiktok,cpa,no data,mobile,yes,no,14,1,20,4,3.84,1,"₱4,893","₱956,916"
2020-05-19,bing,organic,no data,PC,no,no,24,4,20,4,3.84,1,"₱6,470","₱664,132"
2020-07-31,newsletter,email,no,mobile,yes,no,9,1,20,4,3.84,0,₱0,"₱959,534"
2020-03-18,newsletter,email,no data,mobile,no,no,7,3,20,4,1.28,0,₱0,"₱693,937"
2020-09-03,facebook,cpc,no,PC,yes,no,10,1,20,4,3.84,0,₱0,"₱498,895"
2020-05-13,google,organic,no,mobile,yes,no,16,2,20,4,8.96,1,"₱4,213","₱428,881"
2020-07-09,facebook,cpc,yes,mobile,yes,yes,10,1,20,4,7.68,1,"₱5,579","₱478,521"
2020-02-07,newsletter,email,yes,mobile,yes,no,8,1,20,4,7.68,0,₱0,"₱639,085"
2020-07-02,co-promo,email,yes,mobile,yes,no,21,2,20,4,15.36,2,"₱11,584","₱484,568"
2020-05-02,google,organic,no,PC,no,no,10,1,20,4,7.68,1,"₱2,889","₱858,566"
2020-08-05,google,organic,no,mobile,yes,no,10,2,20,4,26.88,0,₱0,"₱883,401"
2020-05-15,facebook,organic,yes,mobile,yes,yes,12,1,20,4,5.12,1,"₱7,123","₱291,266"
2020-09-26,google,cpc,yes,mobile,no,yes,20,2,20,4,7.68,2,"₱9,364","₱284,173"
2020-01-12,facebook,organic,no,PC,yes,no,10,1,20,4,3.84,1,"₱2,784","₱565,265"
2020-01-23,google,cpc,yes,mobile,no,yes,13,1,20,4,2.56,0,₱0,"₱287,118"
2020-07-25,co-promo,email,yes,PC,no,no,9,1,20,4,3.84,1,"₱10,060","₱334,239"
2020-01-31,tiktok,cpa,no data,mobile,no,yes,12,1,20,4,0,0,₱0,"₱174,192"
2020-07-24,actionpay,cpa,no data,PC,yes,no,8,2,20,4,7.68,1,"₱5,684","₱664,084"
2020-09-02,cityads,cpa,yes,PC,yes,no,22,2,20,4,14.08,1,"₱4,582","₱132,824"
2020-05-11,google,cpc,no,mobile,yes,yes,14,1,20,4,8.96,1,"₱3,823","₱197,316"
2020-01-05,cityads,cpa,no data,mobile,yes,no,8,2,20,4,5.12,1,"₱3,949","₱770,316"
2020-05-08,facebook,cpc,no,mobile,no,no,8,1,20,4,3.84,1,"₱7,688","₱169,344"
2020-05-14,promo,email,yes,mobile,no,no,7,1,20,4,3.84,0,₱0,"₱743,852"
2020-03-04,cityads,cpa,yes,mobile,no,no,16,1,20,4,8.96,0,₱0,"₱714,651"
2020-09-16,cityads,cpa,yes,mobile,no,no,24,4,20,4,11.52,2,"₱7,535","₱224,451"
2020-01-09,google,cpc,yes,mobile,no,yes,8,1,20,4,8.96,0,₱0,"₱473,881"
2020-02-10,tiktok,cpa,yes,PC,yes,yes,20,1,20,4,5.12,1,"₱8,631","₱540,889"
2020-08-05,DuckDuckGo,organic,no data,mobile,yes,no,8,2,20,4,3.84,0,₱0,"₱416,084"
2020-08-23,instagram,cpc,no,mobile,yes,no,52,1,20,4,17.92,0,₱0,"₱727,723"
2020-04-24,other,cpc,no data,PC,yes,no,13,5,20,4,3.84,0,₱0,"₱866,099"
2020-06-18,DuckDuckGo,organic,no data,mobile,yes,yes,10,1,20,4,7.68,1,"₱5,784","₱479,047"
2020-07-27,co-promo,email,yes,PC,no,no,8,1,20,4,3.84,1,"₱5,631","₱562,263"
2020-06-29,facebook,social,no data,PC,yes,no,13,3,20,4,12.8,0,₱0,"₱393,106"
2020-04-04,(direct),(none),no,PC,yes,no,9,1,20,4,2.56,0,₱0,"₱821,944"
2020-06-28,cityads,cpa,yes,mobile,no,no,14,2,20,4,14.08,1,"₱4,002","₱672,111"
2020-05-04,promo,email,yes,mobile,no,no,13,1,20,4,8.96,1,"₱5,104","₱614,572"
2020-09-19,actionpay,cpa,yes,PC,yes,no,9,1,20,4,3.84,1,"₱5,315","₱813,771"
2020-08-20,(direct),(none),yes,mobile,yes,yes,38,1,20,4,15.36,1,"₱9,554","₱907,143"
2020-04-03,opmcpa,cpa,no data,PC,yes,no,24,2,20,4,5.12,1,"₱3,317","₱426,418"
2020-01-04,google,cpc,no,mobile,no,no,12,2,20,4,7.68,0,₱0,"₱273,874"
2020-06-28,tiktok,cpa,yes,mobile,no,yes,12,1,20,4,3.84,1,"₱4,419","₱206,117"
2020-04-03,instagram,cpc,no data,mobile,no,yes,24,7,20,4,5.12,1,"₱5,573","₱738,763"
2020-06-29,instagram,cpc,no data,mobile,yes,yes,12,1,20,4,7.68,1,"₱4,260","₱402,628"
2020-03-02,actionpay,cpa,yes,mobile,yes,no,17,1,20,4,7.68,1,"₱4,898","₱531,151"
2020-07-10,instagram,cpc,no data,mobile,no,yes,5,2,20,4,8.96,0,₱0,"₱150,181"
2020-07-05,(direct),(none),yes,PC,no,yes,12,1,20,4,7.68,1,"₱3,259","₱784,589"
2020-04-28,promo,email,yes,mobile,no,no,12,2,20,4,6.4,1,"₱4,529","₱460,052"
2020-05-10,google,cpc,no,PC,yes,yes,10,1,20,4,6.4,0,₱0,"₱747,816"
2020-05-26,facebook,organic,yes,PC,yes,yes,16,1,20,4,8.96,0,₱0,"₱134,253"
2020-04-26,facebook,organic,yes,mobile,yes,yes,24,1,20,4,5.12,1,"₱3,965","₱523,830"
2020-09-30,co-promo,email,yes,mobile,yes,no,54,3,20,4,19.2,2,"₱9,686","₱615,268"
2020-07-13,DuckDuckGo,organic,yes,PC,no,no,9,1,20,4,3.84,1,"₱7,577","₱923,842"
2020-07-30,cityads,cpa,yes,PC,yes,yes,13,1,20,4,3.84,1,"₱5,526","₱795,461"
2020-08-18,instagram,cpc,yes,PC,yes,no,9,1,20,4,7.68,1,"₱3,949","₱853,280"
2020-04-02,cityads,cpa,no,PC,yes,no,18,2,20,4,5.12,1,"₱9,612","₱464,446"
2020-03-15,facebook,social,no data,PC,yes,no,9,2,20,4,0,0,₱0,"₱217,762"
2020-06-01,bing,organic,no data,mobile,yes,no,7,1,20,4,1.28,0,₱0,"₱323,551"
2020-09-18,facebook,cpc,no data,PC,yes,no,17,1,20,4,0,0,₱0,"₱599,363"
2020-06-05,(direct),(none),no,mobile,yes,no,18,2,20,4,14.08,0,₱0,"₱277,062"
2020-05-28,newsletter,email,yes,mobile,yes,no,9,1,20,4,7.68,1,"₱5,895","₱154,220"
2020-08-09,newsletter,email,yes,mobile,no,no,20,2,20,4,7.68,2,"₱8,479","₱161,197"
2020-05-30,other,organic,yes,mobile,no,no,22,1,20,4,3.84,1,"₱8,479","₱288,370"
2020-04-14,tiktok,cpa,yes,mobile,no,no,26,2,20,4,7.68,2,"₱6,791","₱567,655"
2020-03-27,google,organic,yes,mobile,no,yes,8,1,20,4,3.84,1,"₱5,726","₱891,914"
2020-05-09,promo,email,yes,PC,yes,no,25,2,20,4,7.68,2,"₱14,584","₱890,925"
2020-03-17,(direct),(none),no,mobile,no,no,16,1,20,4,6.4,1,"₱4,893","₱934,715"
2020-09-07,facebook,cpc,no data,mobile,no,yes,89,6,20,4,0,0,₱0,"₱591,795"
2020-07-27,google,organic,no,PC,yes,no,8,1,20,4,5.12,0,₱0,"₱627,660"
2020-02-16,facebook,cpc,no,PC,yes,no,14,2,20,4,7.68,2,"₱8,426","₱246,078"
2020-09-14,vk,cpc,no data,PC,yes,no,9,2,20,4,0,0,₱0,"₱630,181"
2020-09-28,google,cpc,yes,mobile,no,yes,9,1,20,4,3.84,1,"₱3,253","₱892,630"
2020-08-24,google,cpc,no,mobile,yes,no,29,1,20,4,5.12,0,₱0,"₱580,717"
2020-05-20,(direct),(none),yes,mobile,yes,yes,12,1,20,4,10.24,0,₱0,"₱821,286"
2020-07-01,promo,email,no data,PC,yes,yes,22,1,20,4,3.84,1,"₱7,055","₱355,918"
2020-01-21,opmcpa,cpa,no data,mobile,yes,no,8,1,20,4,6.4,1,"₱6,159","₱945,161"
2020-04-18,bing,organic,no data,PC,no,no,5,2,20,4,1.28,0,₱0,"₱835,601"
2020-06-16,facebook,social,yes,mobile,yes,no,8,1,20,4,8.96,1,"₱4,577","₱686,438"
2020-08-27,google,cpc,no,mobile,yes,no,24,1,20,4,3.84,0,₱0,"₱293,301"
2020-06-08,newsletter,email,yes,mobile,no,no,8,1,20,4,8.96,1,"₱6,691","₱506,837"
2020-01-20,facebook,cpc,no,mobile,no,no,20,2,20,4,12.8,1,"₱3,844","₱521,358"
2020-01-07,facebook,organic,no,PC,no,no,17,1,20,4,5.12,0,₱0,"₱827,482"
2020-03-29,other,organic,no data,mobile,no,no,26,14,20,4,2.56,1,"₱3,738","₱679,832"
2020-06-27,newsletter,email,yes,PC,yes,no,8,1,20,4,7.68,1,"₱4,424","₱385,106"
2020-08-11,newsletter,email,yes,mobile,no,no,8,1,20,4,3.84,1,"₱8,426","₱270,553"
2020-04-07,vk,social,no,PC,yes,no,5,1,20,4,2.56,0,₱0,"₱447,167"
2020-01-26,bing,organic,no data,mobile,no,no,7,1,20,4,3.84,1,"₱7,213","₱841,879"
2020-08-15,newsletter,email,yes,PC,no,no,9,1,20,4,3.84,1,"₱5,041","₱875,224"
2020-05-08,google,organic,no,PC,yes,no,7,1,20,4,6.4,0,₱0,"₱532,212"
2020-08-03,tiktok,cpa,yes,mobile,yes,yes,12,1,20,4,7.68,1,"₱4,888","₱459,381"
2020-02-04,tiktok,cpa,yes,mobile,no,no,30,2,20,4,8.96,3,"₱10,688","₱137,317"
2020-04-13,actionpay,cpa,no data,PC,yes,no,16,2,20,4,6.4,1,"₱2,742","₱604,941"
2020-05-17,facebook,organic,no,PC,yes,no,9,1,20,4,3.84,0,₱0,"₱609,544"
2020-05-06,tiktok,cpa,yes,PC,yes,yes,38,2,20,4,14.08,3,"₱14,105","₱801,814"
2020-09-14,facebook,organic,yes,mobile,yes,yes,17,1,20,4,3.84,1,"₱5,315","₱158,058"
2020-01-28,facebook,cpc,yes,mobile,yes,yes,30,1,20,4,6.4,1,"₱5,731","₱446,610"
2020-01-20,google,cpc,yes,PC,no,yes,26,1,20,4,7.68,1,"₱3,232","₱555,453"
2020-04-02,google,cpc,yes,PC,yes,yes,24,1,20,4,3.84,1,"₱3,570","₱673,445"
2020-04-21,google,cpc,yes,mobile,yes,yes,18,1,20,4,3.84,1,"₱4,693","₱374,923"
2020-02-15,advertise,cpa,no data,PC,no,no,12,4,20,4,3.84,1,"₱3,211","₱321,786"
2020-08-15,google,cpc,no,mobile,yes,no,16,1,20,4,6.4,0,₱0,"₱286,703"
2020-08-21,bing,organic,no data,PC,yes,no,29,2,20,4,17.92,0,₱0,"₱675,701"
2020-07-11,other,cpc,yes,mobile,yes,no,8,1,20,4,3.84,0,₱0,"₱955,520"
2020-01-27,facebook,organic,no,PC,no,no,14,2,20,4,7.68,1,"₱3,738","₱528,596"
2020-08-07,facebook,cpc,yes,PC,no,yes,12,1,20,4,11.52,0,₱0,"₱871,046"
2020-08-09,cityads,cpa,yes,PC,no,no,9,1,20,4,17.92,1,"₱3,211","₱799,106"
2020-04-27,promo,email,yes,mobile,no,no,7,1,20,4,2.56,0,₱0,"₱249,511"
2020-05-04,newsletter,email,yes,mobile,no,no,10,1,20,4,6.4,1,"₱5,262","₱867,947"
2020-05-05,DuckDuckGo,organic,no data,mobile,yes,no,5,1,20,4,3.84,0,₱0,"₱500,699"
2020-06-08,promo,email,yes,mobile,no,no,20,2,20,4,52.48,2,"₱11,584","₱850,898"
2020-03-22,google,organic,no,PC,no,no,13,2,20,4,8.96,1,"₱3,580","₱315,063"
2020-02-18,tiktok,cpa,no data,PC,no,yes,13,2,20,4,1.28,0,₱0,"₱531,044"
2020-07-09,(direct),(none),no,mobile,no,no,14,1,20,4,11.52,1,"₱4,477","₱690,294"
2020-03-05,cityads,cpa,no data,PC,yes,yes,16,1,20,4,3.84,1,"₱5,568","₱663,276"
2020-03-04,(direct),(none),yes,PC,yes,yes,25,1,20,4,3.84,1,"₱4,682","₱255,298"
2020-01-10,newsletter,email,no data,PC,yes,yes,16,1,20,4,6.4,1,"₱5,204","₱737,786"
2020-09-09,instagram,cpc,no data,mobile,no,yes,45,4,20,4,12.8,1,"₱5,405","₱427,708"
2020-09-18,facebook,cpc,yes,mobile,no,no,25,1,20,4,24.32,0,₱0,"₱456,854"
2020-09-18,facebook,cpc,no,PC,no,no,7,2,20,4,10.24,0,₱0,"₱844,206"
2020-04-13,facebook,social,no data,mobile,no,yes,7,2,20,4,3.84,0,₱0,"₱483,231"
2020-04-07,facebook,cpc,no,mobile,no,no,25,2,20,4,8.96,1,"₱3,844","₱462,175"
2020-02-17,instagram,cpc,yes,mobile,no,no,9,1,20,4,5.12,1,"₱4,524","₱859,330"
2020-05-11,instagram,cpc,yes,PC,yes,no,9,1,20,4,6.4,1,"₱10,219","₱247,740"
2020-04-21,google,organic,yes,PC,no,yes,46,1,20,4,8.96,1,"₱9,913","₱257,671"
2020-05-04,tiktok,cpa,no,PC,yes,no,10,1,20,4,5.12,0,₱0,"₱135,656"
2020-03-08,tiktok,cpa,no,PC,yes,no,16,1,20,4,2.56,1,"₱7,456","₱895,553"
2020-03-31,cityads,cpa,no data,mobile,yes,yes,10,2,20,4,1.28,0,₱0,"₱587,731"
2020-08-15,DuckDuckGo,organic,no data,mobile,no,no,12,5,20,4,3.84,0,₱0,"₱154,742"
2020-02-21,facebook,cpc,no,mobile,no,no,8,1,20,4,5.12,0,₱0,"₱850,643"
2020-07-09,google,organic,no,PC,yes,no,12,1,20,4,11.52,0,₱0,"₱671,867"
2020-06-16,cityads,cpa,yes,mobile,no,no,10,1,20,4,11.52,1,"₱7,529","₱353,737"
2020-03-22,other,organic,no data,PC,no,yes,5,1,20,4,0,0,₱0,"₱871,581"
2020-08-18,cityads,cpa,no data,PC,yes,yes,17,1,20,4,3.84,1,"₱5,895","₱220,398"
2020-09-27,bing,organic,no data,mobile,no,no,16,1,20,4,3.84,1,"₱8,790","₱174,978"
2020-03-03,google,cpc,yes,PC,no,yes,22,1,20,4,5.12,1,"₱3,206","₱941,154"
2020-06-19,instagram,cpc,no,mobile,yes,no,8,1,20,4,7.68,0,₱0,"₱535,181"
2020-09-07,facebook_direct,cpc,no data,PC,no,yes,5,1,20,4,3.84,0,₱0,"₱566,121"
2020-08-11,cityads,cpa,yes,mobile,no,no,12,1,20,4,7.68,0,₱0,"₱593,608"
2020-03-28,vk,social,yes,mobile,no,no,8,1,20,4,5.12,1,"₱4,366","₱782,597"
2020-02-24,facebook,cpc,yes,mobile,no,yes,22,1,20,4,7.68,1,"₱4,092","₱859,942"
2020-04-04,google,cpc,no,mobile,no,yes,13,1,20,4,7.68,1,"₱2,863","₱909,563"
2020-07-08,DuckDuckGo,organic,no data,mobile,no,no,14,5,20,4,7.68,0,₱0,"₱449,760"
2020-07-19,instagram,cpc,no data,PC,no,yes,17,2,20,4,5.12,1,"₱6,833","₱944,050"
2020-02-26,cityads,cpa,no data,mobile,yes,yes,12,1,20,4,6.4,1,"₱4,825","₱152,778"
